chi-0_fa,chi-1_fa,chi-2_fa,chi-3_fa,chi-4_fa,chi-5_fa,Z-0_fa,Z-1_fa,Z-2_fa,Z-3_fa,Z-4_fa,Z-5_fa,I-0_fa,I-1_fa,I-2_fa,I-3_fa,I-4_fa,I-5_fa,T-0_fa,T-1_fa,T-2_fa,T-3_fa,T-4_fa,T-5_fa,S-0_fa,S-1_fa,S-2_fa,S-3_fa,S-4_fa,S-5_fa,chi-0_ma,chi-1_ma,chi-2_ma,chi-3_ma,chi-4_ma,chi-5_ma,Z-0_ma,Z-1_ma,Z-2_ma,Z-3_ma,Z-4_ma,Z-5_ma,I-0_ma,I-1_ma,I-2_ma,I-3_ma,I-4_ma,I-5_ma,T-0_ma,T-1_ma,T-2_ma,T-3_ma,T-4_ma,T-5_ma,S-0_ma,S-1_ma,S-2_ma,S-3_ma,S-4_ma,S-5_ma,chi-0_md,chi-1_md,chi-2_md,chi-3_md,chi-4_md,chi-5_md,Z-0_md,Z-1_md,Z-2_md,Z-3_md,Z-4_md,Z-5_md,I-0_md,I-1_md,I-2_md,I-3_md,I-4_md,I-5_md,T-0_md,T-1_md,T-2_md,T-3_md,T-4_md,T-5_md,S-0_md,S-1_md,S-2_md,S-3_md,S-4_md,S-5_md,distance,barrier,smiles,filename
260.4965,548.623,1016.3374,1387.6092,1919.9604,2375.784,6839.0,7288.0,9290.0,11022.0,7370.0,3762.0,45.0,90.0,174.0,236.0,324.0,408.0,264.0,684.0,1028.0,1360.0,1516.0,1348.0,16.0024,42.6178,69.7272,93.647,114.518,110.6436,260.4965,548.623,1016.3374,1387.6092,1919.9604,2375.784,6839.0,7288.0,9290.0,11022.0,7370.0,3762.0,45.0,90.0,174.0,236.0,324.0,408.0,264.0,684.0,1028.0,1360.0,1516.0,1348.0,16.0024,42.6178,69.7272,93.647,114.518,110.6436,260.4965,548.623,1016.3374,1387.6092,1919.9604,2375.784,6839.0,7288.0,9290.0,11022.0,7370.0,3762.0,45.0,90.0,174.0,236.0,324.0,408.0,264.0,684.0,1028.0,1360.0,1516.0,1348.0,16.0024,42.6178,69.7272,93.647,114.518,110.6436,0.9173,18.6,[Ir]([P+](CC)(CC)CC)([C-]1N(C)CCN(C)1)(C#[O+])(O)[H],ir_tbp_1_dft-pet3_1_dft-sime_1_dft-co_1_dft-oh_1_smi1_1_s_1
175.477,355.5730000000001,608.9992,877.4580000000002,1212.2952,887.6092,6703.0,6746.0,8896.0,6370.0,4080.0,1918.0,29.0,58.0,104.0,144.0,210.0,140.0,162.0,416.0,636.0,750.0,628.0,444.0,12.4736,31.7682,50.0058,64.34,65.1666,46.7938,175.477,355.5730000000001,608.9992,877.4580000000002,1212.2952,887.6092,6703.0,6746.0,8896.0,6370.0,4080.0,1918.0,29.0,58.0,104.0,144.0,210.0,140.0,162.0,416.0,636.0,750.0,628.0,444.0,12.4736,31.7682,50.0058,64.34,65.1666,46.7938,175.477,355.5730000000001,608.9992,877.4580000000002,1212.2952,887.6092,6703.0,6746.0,8896.0,6370.0,4080.0,1918.0,29.0,58.0,104.0,144.0,210.0,140.0,162.0,416.0,636.0,750.0,628.0,444.0,12.4736,31.7682,50.0058,64.34,65.1666,46.7938,0.95,8.5,[Ir]([n+]1ccncc1)([P+](C)(C)C)(C#[O+])(C#N)[H],ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-co_1_dft-cn_1_smi1_1_s_1
208.4825,441.785,846.71,1069.26,1492.8634,1259.708,7709.0,9622.0,9100.0,9798.0,6126.0,2720.0,35.0,70.0,136.0,174.0,258.0,202.0,206.0,526.0,800.0,960.0,888.0,774.0,13.470999999999998,33.9432,55.2808,74.8174,82.5004,62.7046,208.4825,441.785,846.71,1069.26,1492.8634,1259.708,7709.0,9622.0,9100.0,9798.0,6126.0,2720.0,35.0,70.0,136.0,174.0,258.0,202.0,206.0,526.0,800.0,960.0,888.0,774.0,13.470999999999998,33.9432,55.2808,74.8174,82.5004,62.7046,208.4825,441.785,846.71,1069.26,1492.8634,1259.708,7709.0,9622.0,9100.0,9798.0,6126.0,2720.0,35.0,70.0,136.0,174.0,258.0,202.0,206.0,526.0,800.0,960.0,888.0,774.0,13.470999999999998,33.9432,55.2808,74.8174,82.5004,62.7046,0.8587,11.5,[Ir]([N+](C)(C)C)([C-]1N(C)CCN(C)1)(C#[O+])([Br])[H],ir_tbp_1_dft-nme3_1_dft-sime_1_dft-co_1_bromide_1_smi1_1_s_1
187.5084,405.426,752.9534,807.0288,895.1112,909.8264,6763.0,6918.0,7182.0,8392.0,4192.0,2086.0,30.0,62.0,114.0,132.0,144.0,146.0,176.0,442.0,630.0,646.0,632.0,598.0,12.4673,31.989,49.397,55.745,56.3154,48.1128,187.5084,405.426,752.9534,807.0288,895.1112,909.8264,6763.0,6918.0,7182.0,8392.0,4192.0,2086.0,30.0,62.0,114.0,132.0,144.0,146.0,176.0,442.0,630.0,646.0,632.0,598.0,12.4673,31.989,49.397,55.745,56.3154,48.1128,187.5084,405.426,752.9534,807.0288,895.1112,909.8264,6763.0,6918.0,7182.0,8392.0,4192.0,2086.0,30.0,62.0,114.0,132.0,144.0,146.0,176.0,442.0,630.0,646.0,632.0,598.0,12.4673,31.989,49.397,55.745,56.3154,48.1128,0.898,8.1,[Ir]([N+]1=COCC1)([N+]1=COCC1)(C#[N+]C)(S)[H],ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-iacn_1_dft-sh_1_smi1_1_s_1
192.9275,413.3730000000001,725.7904,844.5148,921.2654,968.1704,6599.0,5454.0,7688.0,7782.0,4630.0,2668.0,31.0,64.0,112.0,136.0,148.0,152.0,176.0,440.0,622.0,674.0,656.0,614.0,13.0983,33.0132,49.9816,58.518,59.4196,55.0216,192.9275,413.3730000000001,725.7904,844.5148,921.2654,968.1704,6599.0,5454.0,7688.0,7782.0,4630.0,2668.0,31.0,64.0,112.0,136.0,148.0,152.0,176.0,440.0,622.0,674.0,656.0,614.0,13.0983,33.0132,49.9816,58.518,59.4196,55.0216,192.9275,413.3730000000001,725.7904,844.5148,921.2654,968.1704,6599.0,5454.0,7688.0,7782.0,4630.0,2668.0,31.0,64.0,112.0,136.0,148.0,152.0,176.0,440.0,622.0,674.0,656.0,614.0,13.0983,33.0132,49.9816,58.518,59.4196,55.0216,1.0004,10.6,[Ir]([N+]1=COCC1)([n+]1ccccc1)(C#[N+]C)(C#N)[H],ir_tbp_1_dft-oxaz_1_dft-py_1_dft-iacn_1_dft-cn_1_smi1_1_s_1
164.1963,342.163,600.131,796.4474,1134.2842,679.0622,8657.0,14480.0,11376.0,8802.0,4504.0,1452.0,28.0,56.0,102.0,134.0,198.0,112.0,158.0,404.0,618.0,678.0,568.0,436.0,12.5319,32.1162,51.4814,61.875,61.6538,37.0968,164.1963,342.163,600.131,796.4474,1134.2842,679.0622,8657.0,14480.0,11376.0,8802.0,4504.0,1452.0,28.0,56.0,102.0,134.0,198.0,112.0,158.0,404.0,618.0,678.0,568.0,436.0,12.5319,32.1162,51.4814,61.875,61.6538,37.0968,164.1963,342.163,600.131,796.4474,1134.2842,679.0622,8657.0,14480.0,11376.0,8802.0,4504.0,1452.0,28.0,56.0,102.0,134.0,198.0,112.0,158.0,404.0,618.0,678.0,568.0,436.0,12.5319,32.1162,51.4814,61.875,61.6538,37.0968,0.8437,7.8,[Ir]([As+](C)(C)C)(n1ccnc1)(C#[N+][H])([Br])[H],ir_tbp_1_dft-asme3_1_dft-iz_1_dft-hicn_1_bromide_1_smi1_1_s_1
178.8986,372.805,618.886,776.9526,864.3798,801.0124,6623.0,5562.0,7658.0,7778.0,4226.0,2598.0,27.0,56.0,92.0,122.0,132.0,120.0,148.0,378.0,554.0,592.0,536.0,440.0,12.4907,30.6644,45.7464,54.2186,53.8488,46.6072,178.8986,372.805,618.886,776.9526,864.3798,801.0124,6623.0,5562.0,7658.0,7778.0,4226.0,2598.0,27.0,56.0,92.0,122.0,132.0,120.0,148.0,378.0,554.0,592.0,536.0,440.0,12.4907,30.6644,45.7464,54.2186,53.8488,46.6072,178.8986,372.805,618.886,776.9526,864.3798,801.0124,6623.0,5562.0,7658.0,7778.0,4226.0,2598.0,27.0,56.0,92.0,122.0,132.0,120.0,148.0,378.0,554.0,592.0,536.0,440.0,12.4907,30.6644,45.7464,54.2186,53.8488,46.6072,0.9644,19.7,[Ir](n1ccnc1)([n+]1ccccc1)(C#[O+])(N=C=O)[H],ir_tbp_1_dft-iz_1_dft-py_1_dft-co_1_dft-icn_1_smi1_1_s_1
174.4004,373.896,630.1734,778.3934,886.6982,842.9182,6725.0,6772.0,7982.0,7616.0,4258.0,2262.0,29.0,60.0,102.0,132.0,150.0,138.0,162.0,412.0,606.0,660.0,620.0,542.0,12.96,33.1086,50.5666,59.6654,58.6794,49.6002,174.4004,373.896,630.1734,778.3934,886.6982,842.9182,6725.0,6772.0,7982.0,7616.0,4258.0,2262.0,29.0,60.0,102.0,132.0,150.0,138.0,162.0,412.0,606.0,660.0,620.0,542.0,12.96,33.1086,50.5666,59.6654,58.6794,49.6002,174.4004,373.896,630.1734,778.3934,886.6982,842.9182,6725.0,6772.0,7982.0,7616.0,4258.0,2262.0,29.0,60.0,102.0,132.0,150.0,138.0,162.0,412.0,606.0,660.0,620.0,542.0,12.96,33.1086,50.5666,59.6654,58.6794,49.6002,1.0577,13.8,[Ir]([N+]1=COCC1)([p+]1ccccc1)(C#[N+][H])(C#C[H])[H],ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-hicn_1_dft-cch_1_smi1_1_s_1
209.411,456.7,800.877,964.5192,1197.865,1336.0218,6855.0,5686.0,8216.0,10950.0,5540.0,3726.0,34.0,70.0,124.0,154.0,194.0,216.0,194.0,492.0,734.0,862.0,894.0,800.0,14.4117,35.6632,54.6498,67.3376,77.1686,73.2282,209.411,456.7,800.877,964.5192,1197.865,1336.0218,6855.0,5686.0,8216.0,10950.0,5540.0,3726.0,34.0,70.0,124.0,154.0,194.0,216.0,194.0,492.0,734.0,862.0,894.0,800.0,14.4117,35.6632,54.6498,67.3376,77.1686,73.2282,209.411,456.7,800.877,964.5192,1197.865,1336.0218,6855.0,5686.0,8216.0,10950.0,5540.0,3726.0,34.0,70.0,124.0,154.0,194.0,216.0,194.0,492.0,734.0,862.0,894.0,800.0,14.4117,35.6632,54.6498,67.3376,77.1686,73.2282,1.019,16.2,[Ir](n1ccnc1)([C-]1N(C)CCN(C)1)(C#[N+][H])(N=C=S)[H],ir_tbp_1_dft-iz_1_dft-sime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1
189.7564,401.263,737.1802,928.7956,1362.7772,1000.8076,6749.0,5538.0,8396.0,8798.0,3474.0,2844.0,31.0,62.0,114.0,152.0,228.0,162.0,176.0,452.0,700.0,810.0,756.0,606.0,12.6338,30.9108,48.7632,65.3686,69.1768,57.0822,189.7564,401.263,737.1802,928.7956,1362.7772,1000.8076,6749.0,5538.0,8396.0,8798.0,3474.0,2844.0,31.0,62.0,114.0,152.0,228.0,162.0,176.0,452.0,700.0,810.0,756.0,606.0,12.6338,30.9108,48.7632,65.3686,69.1768,57.0822,189.7564,401.263,737.1802,928.7956,1362.7772,1000.8076,6749.0,5538.0,8396.0,8798.0,3474.0,2844.0,31.0,62.0,114.0,152.0,228.0,162.0,176.0,452.0,700.0,810.0,756.0,606.0,12.6338,30.9108,48.7632,65.3686,69.1768,57.0822,0.9803,13.7,[Ir]([N+](C)(C)C)([N+]1=COCC1)(C#[N+][H])(N=C=S)[H],ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1
306.2563,671.926,1095.0532,1540.8014,1864.444,2392.879,7225.0,8102.0,11198.0,13574.0,14216.0,11520.0,52.0,110.0,182.0,262.0,314.0,394.0,292.0,760.0,1164.0,1478.0,1720.0,1978.0,22.5231,57.7634,90.5702,120.279,143.635,168.267,306.2563,671.926,1095.0532,1540.8014,1864.444,2392.879,7225.0,8102.0,11198.0,13574.0,14216.0,11520.0,52.0,110.0,182.0,262.0,314.0,394.0,292.0,760.0,1164.0,1478.0,1720.0,1978.0,22.5231,57.7634,90.5702,120.279,143.635,168.267,306.2563,671.926,1095.0532,1540.8014,1864.444,2392.879,7225.0,8102.0,11198.0,13574.0,14216.0,11520.0,52.0,110.0,182.0,262.0,314.0,394.0,292.0,760.0,1164.0,1478.0,1720.0,1978.0,22.5231,57.7634,90.5702,120.279,143.635,168.267,0.9666,9.7,[Ir]([P+](c1ccccc1)(c1ccccc1)c1ccccc1)([n+]1ccccc1)(C#[O+])(C#C[H])[H],ir_tbp_1_dft-pph3_1_dft-py_1_dft-co_1_dft-cch_1_smi1_1_s_1
314.9120000000001,696.806,1154.8158,1519.8156,1856.8764,2497.9272,7217.0,8392.0,10432.0,14082.0,13822.0,11136.0,53.0,112.0,188.0,256.0,306.0,404.0,300.0,772.0,1164.0,1452.0,1748.0,2066.0,22.1432,57.5016,89.9796,115.4648,139.5926,165.71400000000003,314.9120000000001,696.806,1154.8158,1519.8156,1856.8764,2497.9272,7217.0,8392.0,10432.0,14082.0,13822.0,11136.0,53.0,112.0,188.0,256.0,306.0,404.0,300.0,772.0,1164.0,1452.0,1748.0,2066.0,22.1432,57.5016,89.9796,115.4648,139.5926,165.71400000000003,314.9120000000001,696.806,1154.8158,1519.8156,1856.8764,2497.9272,7217.0,8392.0,10432.0,14082.0,13822.0,11136.0,53.0,112.0,188.0,256.0,306.0,404.0,300.0,772.0,1164.0,1452.0,1748.0,2066.0,22.1432,57.5016,89.9796,115.4648,139.5926,165.71400000000003,1.0008,16.2,[Ir]([P+](c1ccccc1)(c1ccccc1)c1ccccc1)(n1ccnc1)(C#[N+]C)(O)[H],ir_tbp_1_dft-pph3_1_dft-iz_1_dft-iacn_1_dft-oh_1_smi1_1_s_1
181.4995,387.263,686.87,763.8722,831.493,814.3782,7915.0,11260.0,8836.0,9718.0,6726.0,2984.0,30.0,62.0,110.0,128.0,138.0,132.0,172.0,426.0,594.0,626.0,584.0,552.0,13.8036,34.6762,53.1724,59.7482,60.188,50.165,181.4995,387.263,686.87,763.8722,831.493,814.3782,7915.0,11260.0,8836.0,9718.0,6726.0,2984.0,30.0,62.0,110.0,128.0,138.0,132.0,172.0,426.0,594.0,626.0,584.0,552.0,13.8036,34.6762,53.1724,59.7482,60.188,50.165,181.4995,387.263,686.87,763.8722,831.493,814.3782,7915.0,11260.0,8836.0,9718.0,6726.0,2984.0,30.0,62.0,110.0,128.0,138.0,132.0,172.0,426.0,594.0,626.0,584.0,552.0,13.8036,34.6762,53.1724,59.7482,60.188,50.165,0.9552,12.8,[Ir]([N+]1=COCC1)([p+]1ccccc1)(C#[N+]C)([Br])[H],ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_bromide_1_smi1_1_s_1
198.0167,403.0954,754.753,1010.6074,1409.5318,1158.4206,6599.0,5484.0,9982.0,6644.0,3590.0,2160.0,30.0,60.0,114.0,156.0,224.0,166.0,174.0,454.0,704.0,810.0,710.0,490.0,11.8998,29.7892,49.565,65.0984,67.988,52.239,198.0167,403.0954,754.753,1010.6074,1409.5318,1158.4206,6599.0,5484.0,9982.0,6644.0,3590.0,2160.0,30.0,60.0,114.0,156.0,224.0,166.0,174.0,454.0,704.0,810.0,710.0,490.0,11.8998,29.7892,49.565,65.0984,67.988,52.239,198.0167,403.0954,754.753,1010.6074,1409.5318,1158.4206,6599.0,5484.0,9982.0,6644.0,3590.0,2160.0,30.0,60.0,114.0,156.0,224.0,166.0,174.0,454.0,704.0,810.0,710.0,490.0,11.8998,29.7892,49.565,65.0984,67.988,52.239,0.929,8.2,[Ir]([N+](C)(C)C)([N+]1=COCC1)(C#[O+])([N+](=O)([O-]))[H],ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-co_1_dft-no2_1_smi1_1_s_1
244.314,496.194,910.8068,1310.9146,2073.6194,2217.1712,6801.0,7116.0,10248.0,10040.0,5786.0,3482.0,42.0,82.0,158.0,228.0,358.0,374.0,240.0,626.0,972.0,1318.0,1448.0,1238.0,15.1357,39.1362,64.5856,94.38,113.9826,105.3998,244.314,496.194,910.8068,1310.9146,2073.6194,2217.1712,6801.0,7116.0,10248.0,10040.0,5786.0,3482.0,42.0,82.0,158.0,228.0,358.0,374.0,240.0,626.0,972.0,1318.0,1448.0,1238.0,15.1357,39.1362,64.5856,94.38,113.9826,105.3998,244.314,496.194,910.8068,1310.9146,2073.6194,2217.1712,6801.0,7116.0,10248.0,10040.0,5786.0,3482.0,42.0,82.0,158.0,228.0,358.0,374.0,240.0,626.0,972.0,1318.0,1448.0,1238.0,15.1357,39.1362,64.5856,94.38,113.9826,105.3998,0.9246,13.3,[Ir]([P+](CC)(CC)CC)([N+](C)(C)C)(C#[O+])(N=C=O)[H],ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-co_1_dft-icn_1_smi1_1_s_1
196.9961,428.566,776.4522,903.846,1077.3622,1154.7936,6803.0,6950.0,7468.0,8906.0,5304.0,2430.0,32.0,66.0,120.0,144.0,176.0,188.0,186.0,470.0,692.0,788.0,770.0,648.0,13.196,33.595,52.2868,62.2656,68.6464,58.8344,196.9961,428.566,776.4522,903.846,1077.3622,1154.7936,6803.0,6950.0,7468.0,8906.0,5304.0,2430.0,32.0,66.0,120.0,144.0,176.0,188.0,186.0,470.0,692.0,788.0,770.0,648.0,13.196,33.595,52.2868,62.2656,68.6464,58.8344,196.9961,428.566,776.4522,903.846,1077.3622,1154.7936,6803.0,6950.0,7468.0,8906.0,5304.0,2430.0,32.0,66.0,120.0,144.0,176.0,188.0,186.0,470.0,692.0,788.0,770.0,648.0,13.196,33.595,52.2868,62.2656,68.6464,58.8344,0.9915,16.0,[Ir](n1ccnc1)([C-]1N(C)CCN(C)1)(C#[N+][H])([Cl])[H],ir_tbp_1_dft-iz_1_dft-sime_1_dft-hicn_1_chloride_1_smi1_1_s_1
241.3848,503.144,915.038,1308.4346,2088.2418,2228.8944,6979.0,7214.0,10218.0,11366.0,6226.0,4172.0,43.0,84.0,160.0,230.0,366.0,388.0,244.0,634.0,986.0,1350.0,1522.0,1346.0,15.8097,40.1686,65.6452,96.3056,118.0774,112.8466,241.3848,503.144,915.038,1308.4346,2088.2418,2228.8944,6979.0,7214.0,10218.0,11366.0,6226.0,4172.0,43.0,84.0,160.0,230.0,366.0,388.0,244.0,634.0,986.0,1350.0,1522.0,1346.0,15.8097,40.1686,65.6452,96.3056,118.0774,112.8466,241.3848,503.144,915.038,1308.4346,2088.2418,2228.8944,6979.0,7214.0,10218.0,11366.0,6226.0,4172.0,43.0,84.0,160.0,230.0,366.0,388.0,244.0,634.0,986.0,1350.0,1522.0,1346.0,15.8097,40.1686,65.6452,96.3056,118.0774,112.8466,0.9242,8.3,[Ir]([P+](CC)(CC)CC)([N+](C)(C)C)(C#[N+][H])(N=C=S)[H],ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1
187.3161,406.126,707.9002,803.174,977.4822,1000.3536,6801.0,6926.0,7412.0,8824.0,4960.0,2294.0,30.0,62.0,108.0,126.0,156.0,160.0,170.0,424.0,616.0,694.0,682.0,576.0,12.9222,32.4554,49.4896,58.055,63.8364,52.9292,187.3161,406.126,707.9002,803.174,977.4822,1000.3536,6801.0,6926.0,7412.0,8824.0,4960.0,2294.0,30.0,62.0,108.0,126.0,156.0,160.0,170.0,424.0,616.0,694.0,682.0,576.0,12.9222,32.4554,49.4896,58.055,63.8364,52.9292,187.3161,406.126,707.9002,803.174,977.4822,1000.3536,6801.0,6926.0,7412.0,8824.0,4960.0,2294.0,30.0,62.0,108.0,126.0,156.0,160.0,170.0,424.0,616.0,694.0,682.0,576.0,12.9222,32.4554,49.4896,58.055,63.8364,52.9292,0.96,14.4,[Ir]([C-]1N(C)C=CN(C)1)(n1ccnc1)(C#[N+][H])([Cl])[H],ir_tbp_1_dft-ime_1_dft-iz_1_dft-hicn_1_chloride_1_smi1_1_s_1
206.9052,424.816,829.577,1057.7428,1756.539,1086.51,6467.0,5544.0,8146.0,6156.0,2838.0,1476.0,35.0,68.0,132.0,172.0,296.0,180.0,200.0,504.0,772.0,944.0,890.0,756.0,11.8235,30.3848,49.2828,70.4744,74.03399999999998,53.6016,206.9052,424.816,829.577,1057.7428,1756.539,1086.51,6467.0,5544.0,8146.0,6156.0,2838.0,1476.0,35.0,68.0,132.0,172.0,296.0,180.0,200.0,504.0,772.0,944.0,890.0,756.0,11.8235,30.3848,49.2828,70.4744,74.03399999999998,53.6016,206.9052,424.816,829.577,1057.7428,1756.539,1086.51,6467.0,5544.0,8146.0,6156.0,2838.0,1476.0,35.0,68.0,132.0,172.0,296.0,180.0,200.0,504.0,772.0,944.0,890.0,756.0,11.8235,30.3848,49.2828,70.4744,74.03399999999998,53.6016,0.9901,17.1,[Ir]([N+](C)(C)C)([N+](C)(C)C)(C#[N+]C)(F)[H],ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-iacn_1_fluoride_1_smi1_1_s_1
165.8285,339.525,576.7684,672.8884,651.9942,583.1702,9299.0,4338.0,6392.0,6186.0,3158.0,1678.0,26.0,52.0,88.0,110.0,106.0,90.0,140.0,354.0,504.0,496.0,416.0,350.0,15.0713,26.8532,40.134,44.7658,38.9138,32.267,165.8285,339.525,576.7684,672.8884,651.9942,583.1702,9299.0,4338.0,6392.0,6186.0,3158.0,1678.0,26.0,52.0,88.0,110.0,106.0,90.0,140.0,354.0,504.0,496.0,416.0,350.0,15.0713,26.8532,40.134,44.7658,38.9138,32.267,165.8285,339.525,576.7684,672.8884,651.9942,583.1702,9299.0,4338.0,6392.0,6186.0,3158.0,1678.0,26.0,52.0,88.0,110.0,106.0,90.0,140.0,354.0,504.0,496.0,416.0,350.0,15.0713,26.8532,40.134,44.7658,38.9138,32.267,0.8619,9.9,[Ir]([N+]1=COCC1)([n+]1ccccc1)(C#[O+])([I])[H],ir_tbp_1_dft-oxaz_1_dft-py_1_dft-co_1_iodide_1_smi1_1_s_1
168.6855,359.105,652.677,810.4482,1155.251,686.6302,7617.0,9540.0,8360.0,7814.0,3672.0,1348.0,28.0,56.0,102.0,134.0,198.0,112.0,158.0,404.0,618.0,678.0,568.0,436.0,11.6303,28.7306,45.6302,59.7682,59.2342,36.416,168.6855,359.105,652.677,810.4482,1155.251,686.6302,7617.0,9540.0,8360.0,7814.0,3672.0,1348.0,28.0,56.0,102.0,134.0,198.0,112.0,158.0,404.0,618.0,678.0,568.0,436.0,11.6303,28.7306,45.6302,59.7682,59.2342,36.416,168.6855,359.105,652.677,810.4482,1155.251,686.6302,7617.0,9540.0,8360.0,7814.0,3672.0,1348.0,28.0,56.0,102.0,134.0,198.0,112.0,158.0,404.0,618.0,678.0,568.0,436.0,11.6303,28.7306,45.6302,59.7682,59.2342,36.416,0.8229,7.5,[Ir](n1ccnc1)([N+](C)(C)C)(C#[N+][H])([Br])[H],ir_tbp_1_dft-iz_1_dft-nme3_1_dft-hicn_1_bromide_1_smi1_1_s_1
258.2553,526.376,939.9982,1324.6458,2095.6116,2365.7302,7865.0,12164.0,12190.0,12552.0,8500.0,4708.0,46.0,90.0,172.0,236.0,372.0,412.0,262.0,670.0,1016.0,1392.0,1618.0,1568.0,17.0705,45.417,74.0902,101.84,127.2994,124.6334,258.2553,526.376,939.9982,1324.6458,2095.6116,2365.7302,7865.0,12164.0,12190.0,12552.0,8500.0,4708.0,46.0,90.0,172.0,236.0,372.0,412.0,262.0,670.0,1016.0,1392.0,1618.0,1568.0,17.0705,45.417,74.0902,101.84,127.2994,124.6334,258.2553,526.376,939.9982,1324.6458,2095.6116,2365.7302,7865.0,12164.0,12190.0,12552.0,8500.0,4708.0,46.0,90.0,172.0,236.0,372.0,412.0,262.0,670.0,1016.0,1392.0,1618.0,1568.0,17.0705,45.417,74.0902,101.84,127.2994,124.6334,0.9173,10.3,[Ir]([P+](CC)(CC)CC)([As+](C)(C)C)(C#[N+]C)(N=C=O)[H],ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1
268.4714,571.725,1035.4318,1393.5642,1986.9958,2497.4042,7101.0,7396.0,10086.0,13782.0,8552.0,5432.0,47.0,94.0,178.0,240.0,340.0,432.0,272.0,700.0,1056.0,1420.0,1634.0,1564.0,17.6949,45.444,73.0966,100.1312,126.8794,130.0088,268.4714,571.725,1035.4318,1393.5642,1986.9958,2497.4042,7101.0,7396.0,10086.0,13782.0,8552.0,5432.0,47.0,94.0,178.0,240.0,340.0,432.0,272.0,700.0,1056.0,1420.0,1634.0,1564.0,17.6949,45.444,73.0966,100.1312,126.8794,130.0088,268.4714,571.725,1035.4318,1393.5642,1986.9958,2497.4042,7101.0,7396.0,10086.0,13782.0,8552.0,5432.0,47.0,94.0,178.0,240.0,340.0,432.0,272.0,700.0,1056.0,1420.0,1634.0,1564.0,17.6949,45.444,73.0966,100.1312,126.8794,130.0088,0.9651,11.1,[Ir]([P+](CC)(CC)CC)([C-]1N(C)CCN(C)1)(C#[N+][H])(N=C=S)[H],ir_tbp_1_dft-pet3_1_dft-sime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1
225.1586,481.647,877.895,1118.8204,1592.8644,1519.9229999999998,7805.0,11776.0,10436.0,10362.0,7268.0,3592.0,40.0,80.0,152.0,190.0,284.0,264.0,232.0,584.0,874.0,1090.0,1124.0,1106.0,15.2835,40.65,65.1424,82.0422,95.5536,84.139,225.1586,481.647,877.895,1118.8204,1592.8644,1519.9229999999998,7805.0,11776.0,10436.0,10362.0,7268.0,3592.0,40.0,80.0,152.0,190.0,284.0,264.0,232.0,584.0,874.0,1090.0,1124.0,1106.0,15.2835,40.65,65.1424,82.0422,95.5536,84.139,225.1586,481.647,877.895,1118.8204,1592.8644,1519.9229999999998,7805.0,11776.0,10436.0,10362.0,7268.0,3592.0,40.0,80.0,152.0,190.0,284.0,264.0,232.0,584.0,874.0,1090.0,1124.0,1106.0,15.2835,40.65,65.1424,82.0422,95.5536,84.139,0.8669,9.7,[Ir]([As+](C)(C)C)([C-]1N(C)CCN(C)1)(C#[N+]C)(S)[H],ir_tbp_1_dft-asme3_1_dft-sime_1_dft-iacn_1_dft-sh_1_smi1_1_s_1
218.872,467.521,807.7112,918.4976,1042.3524,1155.932,9385.0,4496.0,6962.0,8688.0,5508.0,2638.0,37.0,74.0,130.0,152.0,178.0,194.0,204.0,502.0,706.0,814.0,818.0,786.0,18.0044,35.0238,52.5382,62.5764,67.1882,61.2638,218.872,467.521,807.7112,918.4976,1042.3524,1155.932,9385.0,4496.0,6962.0,8688.0,5508.0,2638.0,37.0,74.0,130.0,152.0,178.0,194.0,204.0,502.0,706.0,814.0,818.0,786.0,18.0044,35.0238,52.5382,62.5764,67.1882,61.2638,218.872,467.521,807.7112,918.4976,1042.3524,1155.932,9385.0,4496.0,6962.0,8688.0,5508.0,2638.0,37.0,74.0,130.0,152.0,178.0,194.0,204.0,502.0,706.0,814.0,818.0,786.0,18.0044,35.0238,52.5382,62.5764,67.1882,61.2638,0.9336,8.9,[Ir]([n+]1ccccc1)([C-]1N(C)CCN(C)1)(C#[N+]C)([I])[H],ir_tbp_1_dft-py_1_dft-sime_1_dft-iacn_1_iodide_1_smi1_1_s_1
